Text,Category 
आजकाल कोणालाही पकडले की समलिंगी बोलतोय,Homophobia
bhau tumcha religion  madhye sheriya law mast ahe yaar......,None of the categories
खूप important विषय होता आणी खूप काही माहित नसलेली माहिती मिळाली आणी सर्वात महत्वाचं बाबू दाजी नी ती खूप छान मांडली आणी video editing 1 no. पहिला पण video आणी हा पण,None of the categories
Jok vattay,None of the categories
या ताई मुबई च्या.. आहेत. ना. यांना. कोणता तरी अवॉर्ड. भेटला जोटा..,None of the categories
"Are tumhala kay aai ghalayachi ti ghala na jagala kashala dakhavatay, tumachi hi vikruti baghun navin pidhine kay bodh ghyayacha",Homophobia
Chan vichar ahet,None of the categories
"Tai, lagn kara jarur, koni avda ala tar amhi ahot ga...... Marayla",None of the categories
Khoopach chan  god bless you 🥰🥰both,None of the categories
कीती सुरेख माहीती ओवाळणीच्या ताटाची ..... नाहीतर आत्ता च्या मुली कुटं वन पीस कुटं जीन्स तर कुटं टॉप,None of the categories
Renuka Kudupkar काय Vulgar आहे प्रश्न सांग ना आई होणार हे काय Vulgar आहे का,None of the categories
Hayla boltat sapana Khar tari boli na🙏☺️,None of the categories
a bhagat mandlelya sarv bhavnancha va vicharancha mi  manpurvak aadar karto.,None of the categories
Ya anchor la badla adhi. Disrespectful vagtoy. Ani kuthe comedy karavi kalat nhi Ka. Ani KY background music dilay. Gone case,None of the categories
"मला समाजा बरोबर लग्न नाही करायचा आहे तिच्याशी करायच आहे. मस्त ओळ आहे.congrats.

",None of the categories
"Bhava mansachya body chya prattek cell madhe 23 pairs of chromosome astat... Aata chromosome mhanje sharitatil ase kahi ghatak je aaplyala shariratil outlook ani innerlook sathi depend astat... Aaplyala kesancha colour, aapli height ani ajun khup kahi like skin colour, hey sarva chromosome var depend asta... Eka tar pair madhe gadbad zali tar tyacha body var effect hoto...",None of the categories
झाट्याची लाईफच बदलली,Transphobia
मी.गे.बाॉटम.मला.झवा.,None of the categories
पुढे बोलला ना तो काही चांगले पण असतात म्हणून😂,None of the categories
समाजातील काही माणसे सुद्धा चांगली असतात याचं उदाहरण म्हणजे आम्ही महाराष्ट्रातुन कर्नाटकांत जात असताना आमची बस रस्त्याच्या बाजूला एका धाब्यावर थांबली होती. एक तृतीय पंथी हातात भाजीपाला विकायला घेऊन जात असताना बस मधल्या एका प्रवाशाने मुंबईत जस बोलतात त्या प्रमाणे तीला आवाज दिला . बसमध्ये रस्ता दाखविण्या साठी एक तिथला एक कानडी माणूस होता तो बोलला असं काही बोलू नका इथली लोक तुम्हाला मारतील. त्या तृतीय पंथीबाईला त्या गावातील लोक चांगला सन्मान देतात. कारण तिने एका माणसाबरोबर लग्न केलं आहे आणि त्याच्या मुलांचा ती सांभाळ करते त्या मुलांची आई लहानपणीच काही आजारपणाने वारली होती. मुलांना शाळेत पोहोचविणे त्यांना जेवण करून घालणे आणि त्याच्या शेतीत काम  करून त्या माणसाच्या संसाराला हातभार लावते. हे ऐकून बस मधल्या एका माणसाने तिला बसमधूनच सलाम मारला आणि बोलला तिच्या बरोबर लग्न करणारा माणूस खरच देवमाणूस असला पाहिजे. हे ऐकून बस मधील सर्व लोक त्या तृतीय पंथी बाई कडे आदराने बघु लागले.,None of the categories
he sagal galat aahe he nisaragache virodhat aahe,Homophobia
सगळ खर आहे पण. कस काय,None of the categories
अतीशय सुंदर जोडी🔥💗💗💗💗💗💗 खुप छान सपना ताई,None of the categories
पत्रकाराने चांगले प्रश्न विचारून दोघांनाही बोलतं केलं. व्यक्तिस्वातंत्र्याचा मुद्दा शिवलक्ष्मीने चांगला मांडला.,None of the categories
"  @faktmaratha1195  तू मराठा आहेस तेथेच आम्ही नतमस्तक आहो. केवळ आमच्याशीच नाही,तर सर्वाशी चांगले वागण्याची सद्बुद्धी तो भगवंत तुला देवो! आणी तू आमच्या बद्दल कितीही वाईट बोललास, तरी सुद्धा भगवंत तुझ्या धंदा-व्यवसायात बरकत देवो! हीच मनापासून भगवंताकडे प्रार्थना आहे.जाता जाता तुला नमस्कार!
श्री शिव छत्रपती शिवरायांनी शिकवण दिली आहे, कि 🚩""मराठा तितुका मिळवावा ! महाराष्ट्र धर्म वाढवावा !""  जय महाराष्ट्र!!🚩
        🚩🚩🚩एक महाराष्ट्रप्रेमी🚩🚩🚩",None of the categories
Faltu pana ahe gay honn mhanje tehi Marathi mansane.,Homophobia
बाळु भाऊ सलाम तुला,None of the categories
Te Kam Kam tumhi kra this vadhva,None of the categories
Khup khup shubhechha 1mekla shevet prynt sath daya,None of the categories
खूप हिम्मत लागते असे निर्णय घ्यायला... अभिनंदन...👍,None of the categories
"Ase lagn karnya peksha bin lagnache rahile bare ki re baba . . 

Ata kay chainij chi ..marnar ka tu ani chaininj pregnanet rahnar",Homophobia
"Bhau la marin basvlay. As ka vataty

",None of the categories
   @mbbsismydream9839  त्यांच्या आया बहिणींचा काय दोष? मूर्ख तर ही अडाणी कुत्री आहेत. स्वतःला मर्द समजणारी आणि असे पांचट विनोद करून दुसऱ्यांच मनोबल हतबल करणारी. वेडी जनावर😂😂😂,None of the categories
"Vivah kashala karta, vivah ya gosthila manyata det nahi.",Transphobia
बाळु भलताच खुष दीसतोय. असो मागील कार्यास शुभेच्छा. 😂😂,None of the categories
"Navra kon n baiko kon, kon konachyat ghalnar, pora kashi kadhnar, hya saglya prashnanpeksha khipshe gambhir prashna aahet bhartatil tarunnan pudhe, tya mule he asle comment kai upyogache.",Homophobia
आधी तो पुरुष आहे का चेक करा ? 😂,Homophobia
हे सगळे सुशिक्षित आहेत खूप छान सरकार नी यांच्या साठी काहीतरी करायला हवं 🙌✅,None of the categories
खूप छान interview,None of the categories
व्हा!! अप्रतिम!,None of the categories
Kiran Deopathak छञपती शिवाजी महाराज बोलायला लाज वाटते का,None of the categories
व्वा सर...... काय बोललात हो..... काय तुमचे संस्कार.... जसा काय तुमचा मुलगा देशासाठी शहीद झाला.....,None of the categories
दोघांचेही खुप खुप अभिनंदन,None of the categories
"आता आमाला कौन
मुलगी देईन ..बाऴू.तुही. ईछा पुरन झाली
आता आमाला.पन किनर पाहन लागन",Transphobia
लैंगिक अलंकरणातील विविधता आपल्या समाजात समृद्धि आणि सहानुभूतीची आणि समानतेची संकेत करते,None of the categories
"Nahi He 1st marriage nahi ami mumbai la rahto amchya ekde geli 15 Te 20 year zale ek jodpe married ahet v Chan savsar karat ahe So This Is Not 1st Marriage

",None of the categories
"प्रत्येकाला आपल जीवन जगण्याचा अधिकार
मनःपूर्वक शुभेच्छा !",None of the categories
पण सुखाने संसार कसा करणार,Transphobia
अभिमान आहे मला माझ्या देशातील अशा लोकांचा👍,None of the categories
Educated ahet saglya ya mahila,None of the categories
"अभिनंदन करणे सोपे आहे, शुभेच्छा देणे सोपे आहे, पण खाली कॉमेंट करणाऱ्यातील किती जण स्वतः हे करू शकतील. आणि किती पालक आहेत कि त्यांच्या मुलांनी असं केल तर स्वीकारतील.? 🤣",None of the categories
"खूप छान निर्णय दिला सुप्रीम कोर्टने. आपल्या हिंदू धर्मात एकूण अकरा प्रकारचे लिंग असतात असे सांगितले आहे व त्याचे पुरावे सुद्धा आहेत. ज्यांना हे अनैसर्गिक वाटत तर अवतार या गोष्टीचा अर्थ तुम्हाला कळला नाही. जुनी ग्रंथ पुस्तके वाचा समज येईल थोडी.
ही काय पाश्चिमात्य संस्कृती नाही, मुस्लिम आणि ख्रिश्चन धर्मात याला गुन्हा मानतात व अश्या लोकांना जगण्याचा कोणताही अधिकार नाहीये मृत्यू हे त्यासाठी लिहिला गेला आहे.",None of the categories
ESG score vadhvyacha challay ka? India madhe pan lagto ka kay ESG score?,None of the categories
"Kay lokanche vichar, kay tya comment. Kadhi sudharnar lokanche vichar.
Ekkhadya mansala devane jase banvle aahe tase swikarale pahije. Tyat tyanchi kay chuk aste. Kahihi vait comment krun asha lokanche mansik khacchikaran karta mag tase lokk suside kartat. Karan samaj tyana swikarat nahi.",None of the categories
"खरंतर मी या विषयावर अभ्यास करत आहे, आणि विजया जिला मी तीन वर्षांपासून ओळखते,, कौटुंबिक जिव्हाळ्याचे संबंध आहेत. तिचा स्वत:चे अस्तित्व जपण्याचा प्रवास खुप रोमांचक आहे,पण हा प्रवास सुखकर आणि सन्मानपूर्वक होण्यासाठी कुटूंबाने, आणि समाजाने  त्यांना सपोर्ट  करणं आणि समजून घेणे महत्त्वाचे आहे .",None of the categories
"रश्मिलाच जास्त आनंद होतोय प्रश्न विचारताना
",None of the categories
🙏 Marathi kida..... Khup chhan aaj ek asa vedio pahila milala ki baghun eikun maan sunn jhale..... thank you....,None of the categories
Khar aaj kal ky krtil ani khi nhi khch kharch .  nhi ..  Karnar ..  As lok khup murkhapna ahe ..  Ashya lokan chappli ne marl phjr ..  Nalyk lok ..  Shi. 😡,Homophobia
"शासनाचे यांच्याकडे खरोखरच दुर्लक्ष झालेले आहे,शासनाने यांच्याही मागण्या मान्य कराव्यात.
स्त्री ला तिच्या सौंदर्याला ही लाजवतील असे आणि एखाद्या पुरुषाच्या कर्तुत्वाला आव्हान देतील असे गुण यांच्यातही आहेत, 
😊",None of the categories
खुप सुंदर छान आहे,None of the categories
Lokanchi baghnyachi Drushtikon changle pahije,None of the categories
खंरच हिम्हत कि बात है,None of the categories
"Amit Narkhede cartoons ,चित्रपट पहा आजकालचे....मुद्दाम यावर भर दिला जातोय त्यामुळे लहान वयातच या भावना निर्माण केल्या जातात आणि ते नॉर्मल आहे असे दाखवले जाते....",None of the categories
Sagle chi personal life aha enjoy.......TC,None of the categories
Kahi divsani animal sobt pn lagn kartil lok kutre manjar dukkkar te divs pn dur nahit as chalu rahilyas jast shiklyavr jagachi laj rahat nahi asch distay...hi apli sanskruti nahi,Homophobia
Amchya bajula ek ahe khup khup ghanerdaa shivya deto aikun khup vichitra vatete chi,None of the categories
atma ki kya linga hoti hai ?,None of the categories
"

धन्यवाद सुष्मीता! असाच support करत रहा, आणि व्हिडीओज share नक्की करा. 😄",None of the categories
"Kiti chan an sadetod uttare dile....love you aaisaheb....😘

",None of the categories
"Khup chan mahiti dele
I think  Saglyanchi respect Kara hech",None of the categories
सगळे खूप छान दिसत आहात..... गंगाला..... हा v बघायच्या आधीपासून ओळखत होते .....,None of the categories
दादया मस्त व्हिडिओ बनवला तू ... बाकी लिंगाच्या पुढे जावून तू त्यांची मन जाणून घेतली salute तुला 17:03,None of the categories
"मांजरेकर साहेब तुम्ही तुमच्या फिल्म मध्ये नको ते काहीही दाखवता,लहान मुलावर परिणाम होईल उदाहरण कोण नाय कोणचे",None of the categories
मी असे ऐकूण आज मला वाटले कि असे ऐकून आणि विचार करण्यापेक्षा आपण असं करू शकत नाही पण अशा लोकांना निदान साथ दिली तरी खूप माणुसकी आहे,None of the categories
Ghya gand marun houdya aata 😂😂,Homophobia
आज हे जे बाळू वर वेळ आली आली आहे हे बेरोजगार तरुणांसाठी धोक्याची घंटा समजून चला कारण मुलीच्या अपेक्षा कमी नसतात त्यामुळे सरकारला सगळ्या तरुण मुलाने उभ राहून आपल्या हक्काचा रोजगार म्हणजे नोकर भरती कधी काढणार असा सवाल करा,Transphobia
पत्रकार साहेब तुम्ही पण असच करा काम नाही तुम्हाला,Transphobia
Kiti berozgari zhali aahe.... Atta pora hizadyanshi lagna karayla lagli... Poribhetna kathin zhalay rao😭😭😭,Transphobia
मांजरेकर चा पैलवान तर नटरंग मधला गुणा निघाला.,None of the categories
Not हिजडा.. It's हिजरा... Atta samjla yacha meaning..,None of the categories
हे सर्व भारतासारख्या लोकशाही देशातच शक्य आहे कारण लोकशाही देशांमध्ये प्रत्येकाला आपला जोडीदार निवडण्याचा संपूर्ण अधिकार आहे.well decision Balasaheb.,None of the categories
Chutegiri aahe,Homophobia
Pavan Kkc माझ्या मित्राला न्याय मिळो हीच अपेक्षा...😂😂😂,None of the categories
तुटलेला लाज नाही वाटली का आईचं,Transphobia
ह्यात काय नवीन आहेच तो म्हणून तुझ तोंड उघडलं आज खर काय ते तुला माहिती पडले ना म्हणून,None of the categories
Lgna cha video shooting kada sir,None of the categories
कसं झवणार बाबा आता,Transphobia
सन्माननीय साहेब अजूनही लव marridge पण तेही intercaste वर  सुद्धा आपण अजून  हवा तसा तोडगा काढू शकलेलो नाही कारण मी स्वतः या विषासंदर्भात होरपळतोय आणि तुम्ही मांडलेल्या विषयाचा acceptance फार पुढचा विषय आहे बाकी तुम्ही सुज्ञ आहात आणि माझ्याशी बोलण्याची इच्छा झाली तर mail करा धन्यवाद 🙏🙏🙏,None of the categories
Jasa lok ATA halu halu transgender married la support karat ahet tasa LGBT madhil saglyach lokanna support aplya Maharashtranech nahi tar Purna bhartane swikarayla hava!,None of the categories
Bhavasathi respect high level la❤️,None of the categories
वसुली सरकार पण असाच तयार झालंय कोण कूनाबर आहे ते कळतच नाही.....,None of the categories
"Congratulations!!! Tumhala tumache jag milale ahe...swatashi  swatachya bhavananshi pramnik rahun tumhi pudhe jaat ahat...samajik badal ani navin prashnana dilele samadhan karak uttar yasathi palikeche abhar....
Ha vedio uttam hota

",None of the categories
म्हणतात ना प्रेम आंधळ असत. बाळू मित्रा तू खर करुन दाखवलंस . तु जगताला सर्वात मोठा आणि खूप चांगला निर्णय घेतला आहेस. तुला खूप खूप शुभेच्छा तुमच्या वैवाहिक जीवनासाठी. 💝💝💖🙏,None of the categories
"काही दिवस टिकेल आपोआप मुलीचे आठवण येईल या दोघाना, हे समलिंगी जास्त दिवस टिकत नाही,",Homophobia
Doghehi ekdum PAAGAL aahet,Transphobia
कोन कोनाला झवन,Homophobia
"नटरंग 2 ची शूटिंग लवकरचं सुरू होत आहे...
🙌😆😂🤣",None of the categories
Sapadle kahi jan 😂😂😂😂😂,None of the categories
अरे बाबांनो तुम्हाला बाबासाहेबानी जगायला शिकवले तरी तुम्ही तिथेच अडकून पडले का?,None of the categories
Kay radtayt dewa...kay chalay he wachaw yana...🤔🤔🤔🤔🤔yede kutche,Homophobia
फालतु गिरी,Homophobia
"इलाज नाही वास्तव स्वीकारावा लागर्ले, लागवड काय केली आणी उत्पन्न काय निघाले स्वीकार तर करावच लागेल",None of the categories
"fashion suru zalay bc yacha. hey aslay lokana kapun tukde tukde kele pahije Mag yachay lakshat yeil hey western dhande kelayni kay hotha

",Homophobia
"हे बंध रेशमाचे
शुभेच्छा मागच्या दाराचे
रात्रीचे काम होऊ दे त्या पोरांचे. 😂😂

",Transphobia
"Khup Chan Dada😊 khup sare prashnan che Uttar milali mala aaj . Thanks to you .❤️ 
He suddha khup talented astat .💯",None of the categories
Tumchya sarkhya nich lokanmulech tyancha group padla ahe..tumchya sarkhi lok tyana nit jagu det nahit na mhanun are ekada tyanchya jagi swatala theun bagha...😠,None of the categories
Ha  interview bagitlyamule kharach mazya manat tyanchyabaddal (kinnaranbaddal) tyancha adar vadla Ani he hi samajla ki aajchya yugat mhanje 2023 madhye  kinnar kiti educated aahe. Hats off you guys ❤❤,None of the categories
Bhau tumhi je mahnle te khr ahe mi sahmat ahe,None of the categories
खरच अभिमान वाटतो तुझा कि अश्याही मुद्द्याला हात घालून तु त्यांच्या प्रतिक्रिया त्यांच्या भावना सगळ्यांपर्यंत पोहचवन्यासाठी कष्ट घेतलेस त्यानांही समाजात मानानं जगण्याचा अधिकार आहे हे तु मांडलस त्याबद्दल तुझे खुप खुप आभार ,None of the categories
चांगल किंवा वाईट एवढं सांगणारा मी मोठा नाही पण बाळूचा निर्णय हा क्रांतिकारी आहे. असो पुढे टिकाव हे चांगल.,None of the categories
Are tula kas suchat re he pan khupch mast jya goshti  mhit nahit tya samajlya god you.,None of the categories
"शिवलक्ष्मी गरोदर राहणार का
उत्तर द्या कोणीतरी",None of the categories
Sangayl kashala pahije chehere pati aanni bayki halchal kalat nahi ka Tula jante la kalali . Gay asne ha kahi tycha Kiva tumcha dosh nahi ha mudda pan tumich chavatyvar anla mard mavla bhumiket entry deun,None of the categories
Tumche vichar Thor ahe bro,None of the categories
भावा मन जिंकलास...खरोखर त्यांना वाईट नजरेनं बघणं चुकीचं आहे... रिस्पेक्ट…,None of the categories
खजुराहो लेण्यातच अनैसर्गीक सेक्स कोरून ठेवलाय…,None of the categories
khup cha sundar vishay i have also made the project on it all you need to just accept them as they are .....they are also human beings and have equal right to leave the way they want .....,None of the categories
  @vinodpatil8279  tu kotun aahes,None of the categories
"Rohit R तुझ्या आईचा दाना त्यात माझा कडक बाणा,आता शेजारी ,पाजारी ,गाव याना आणि याच्या आईला घेऊन जा आणि करा घावन झवा गावान 😂😂",None of the categories
"मुलाखतकर्त्याने आगाऊपणा आणि अनावश्यक 
अंगविक्षेप टाळावेत. प्रेक्षकांना मूर्ख समजू नये.",None of the categories
Asla lagna tikanar nahi,Homophobia
"मी तर काहीच बोलणार नाही 
म्हणतात ना प्रेम हे आंधळ असत ते हेच समजावं .",None of the categories
Tu pan karna bhava lagna,None of the categories
Don mulinchya swapnana dukhavnya pekha ha nirnay khup chhan aahe.......👌..... thank you....,None of the categories
यांच्यातला नवरदेव कोनता,None of the categories
मुली काय संपल्यात काय जगातुन... हे लोक मानसीक दृष्ठ्या विकृतच आहेत.,Homophobia
"खर आहे संसार म्हणजे दोन लिंग नसून दोन मन आहेत , दोन लिंग फक्त लेकरे होईपर्यंत,",None of the categories
Patl tumhi karta ka as lagn me shod to tumchya sathi 🤣🤣🤣🤣🤣,None of the categories
टाळ्या वाजवून फिरणारे हिजडे ,Transphobia
Kadhitari ya aamachya kade pan paise magayala😊,None of the categories
तिसरा महायुद्ध जलदी सुरू करो,Transphobia
खूपच  छान विषय  भाऊ,None of the categories
भाऊ।आपलामोबाईल।नंब्बरद्या,None of the categories
Apan  muslim bandhu che rakshan karne awakshak ane,None of the categories
मर्द गडी तुम्ही.. मर्दा सारखे वागा....पाठीमागुन कसले वार करताय....,Homophobia
"समाजात बाळू सारखी सुद्धा माणसे आहेत हे पाहून खूप खूप आनंद आणि दिलासा मिळाला

भावी आयुष्यासाठी खूप खूप शुभेच्छा",None of the categories
"*आदेश भाओजींचा नवीन प्रश्न:*
*तुमचं अरेंज्ड मॅरेज आहे ?*
*लव्ह मॅरेज आहे ?*
*की कदम मॅरेज?*
😄😄😄",None of the categories
u r wrong tyathi samlaingik kala ahe,None of the categories
या पत्रकाराला पण सांगा छक्या बरोबर लग्न करायला.,Transphobia
Honeymoon nuntR pOrgA hOil kI poRGi  ... ShemAlE ahE hA ...BahEr chyA deshAt khAych aNi bharTat ..💩...Ch 👨‍❤️‍💋‍👨MajnU  JodI,Homophobia
भावु मला तर…..,None of the categories
Samajacha vichar nahi karayach,None of the categories
"मारा आता एकमेकांच्या गांडी ,भोसडीच्यांनो",Homophobia
अगदी बरोबर आहे. सेक्स हाच संसाराचा विषय नाही तर चांगला जोडीदार हाच त्याचा मुख्य पाया आहे.,None of the categories
माणसाच्या आयुष्यातले टेन्शन यावर व्हिडिओ करा,None of the categories
विकृती पेक्षा लग्न योग्य... परिवर्तन प्रगतीकडे नेते ... मानवाने मानवाला मानवासम वागवणे…,None of the categories
"Khup sunder nirnay ahe doghanch...... Jab mia biwi raazi to ky karega kazi.....  Life doghanchi ahe ani jivan kasa jagyach te pn, lokanch ky pahaych.",None of the categories
nature chya opposite jau naka,Transphobia
"Deepa Khadke
मि नाही करणार असल काही
I love only girls
😍😍😍😍😍😍😍😍😍",None of the categories
सांगायला कशाला लागतंय तुला एव्हड्या दिवसात नाही का माहिती,None of the categories
काय पेरणी सुरू आहे...😂😂😂,None of the categories
Raman Giri हो आहे,None of the categories
"Bhava khup chaan vedio banavlas. Khup chaan mahiti dilli,  ani kit chaan hote sagle ch bolayla. Mala kadhi kadhi bhiti vataychi hyanchyashi bolayla, pan ata ha vedio baghun chaan vatatey. Bakichya lokanpeksha he sagle genuine ani pure aahet. Lokanchi buddhi bhrasht aahe, sankuchit aahe",None of the categories
देश बदल रहा है .....कुठे नेऊन ठेवलाय भारत माझा ...मोदी,None of the categories
तुझी ढोलकी फुटली म्हणून तु तीची ढोलकी घेतली म्हणतोसना .आता बस आयुषभर वाजवत.पण मागन हा',Transphobia
Aare bhavanno 1 kardyach man dukhel aasa bolu naka yar aapn maharashtrat rahto aani up bihari mulan sarkh aaplyach pulinna aapnch bolaych he aaplyala nahi shodhat yar,None of the categories
निंदनीय सांगाय पाहिजे होत त्याने,None of the categories
Saglya goshti thik pn tyncha vichar hi sahanubhuti purvak vyava ...APN Dev ny jr tyni tyna tas janmala Ghatal asel tr tynchi ky chuki,None of the categories
"माणुसकी हा एकच धर्म आहे ,सर्वांचा",None of the categories
ayzavade vede zalet navaboke shok konalaa aahet,Homophobia
बाळा वाजव टाळ्या,None of the categories
Badu.chinal.ke.bullle.ke.muke,Transphobia
"संतोश तू इतका निर्लज्य आहेस की तू कुणाबरोबरही संसार करू शकत नाही 
कारण तू भावनाशुन्य आहेस  बाकीचे नाही",None of the categories
Nice pan khush tev vainila,None of the categories
काय नाटक राव,Transphobia
"नुसता बोचा हानायचा🤣😜✌️

",Transphobia
भाऊ तुला जे बरोबर वाटतं तेच कर लोकांचं काय ते तर नाव ठेवतील त्या लोकांना काय काम नसत😍😍😍good jo,None of the categories
Ya peksha vegli paddhat asuch shakat nahi ha topic samjvnyachi🙌 Sarang mastar,None of the categories
 @chandulandge1306  chuk mazi aahe . Really sorry.,None of the categories
1 ch number bolat.. Lay bhari vatle ekun... Khup chan bolta... Ekvat rahavs vataty tumce bolne,None of the categories
काय काय होणार अजून या देशात,Homophobia
"Samanata hya war sarvancha hakk aahe,pan Jya weli 'TE' Members means mulagi eka mulagi chi chedh kadhali kinva atiprasang jhala tar hya madhe dosh kunala dayacha,LGBT Members na ya court la ya Samanya lokana........ Waril udaharan mulancha babtit hi hou shakate.....",None of the categories
"Congratulations to both 🎉
फक्त आता, 'आधी कोणी वाकायच' यावरून भांडणे करु नका.",None of the categories
"अवघड आहे आजकालच्या मूलांच ।।।🤦‍♂🤦‍♂
या परिस्थीतीला नेमकं कसं बघाव समजंत नाही आहे..",Transphobia
"Kharch khup chan

",None of the categories
आहेच तो सत्य आहे,Homophobia
PUBG MOBILE VIDEOS nahitar pudache bailache jot tase magche jot tase hoyala nako,None of the categories
bhava jra sadhya sopya shbdat bol,None of the categories
"Tv वाले पण पागल झंल
काय दाखव हे कळत नाही
येडे भोक साले
बाकी किती दखवन सारख ते दाखवत नाही
आपली संस्कृती नाही ही कुठं चलल आपण
1 कोर्ट ल पण काय बोलु
यांच अस होईल रातभर केल आणि आत नाही गेलं",Homophobia
"वा! वेगळा पण आजच्या काळात जागरुकता वाढविण्याची गरज असणारा विषय मांडला आहे.
जे चौघे जण निवडले आहेत,त्यांचेही मनापासून कौतुक! त्यांना पाठिंबा देणाऱ्यांनीही छान माहिती सांगितली. 
ह्यामुळे समाजात खरंच खूप फरक पडेल. 
अभिनंदन ""विषय खोल""! ",None of the categories
बसा ऐकमेकांची मारत आता....,Homophobia
पूर्व विवाहित पुरुषासोबत विवाह करणेस तयारअसणारया कांही किन्नर्स आहेत का,Transphobia
"Balu tujh prem khup real aahe  
Nice caple

",None of the categories
चढवून पण घे म लगेच 🤪,None of the categories
Khup mast video 💐🎊,None of the categories
"वर काही जणांच्या उत्तरामध्ये मुले दत्तक घेण्याची गरज काय हा मुद्दा आला. पुरुष हा समलिँगी असला तरी त्याने कमवलेली मालमत्ता त्याला वारस कोणीतरी असावा असे वाटले तरी गैर काय, आणी स्त्रि समलिँगी असली तरी तिची मातृत्वाची भावना आपण कशी हिरावुन घेऊ शकतो",None of the categories
Kon konamadhye gusavnaar,Homophobia
Mitra Mitra banle aste TR kahi nahi zale aste ..pan yanni lagn kele😂😂😂😂,Homophobia
समाज म्हणजे माज हा समाज काय गेला उडत खूप छान काम केल,None of the categories
मागील वाटचालीस हार्दिक अभिनंदन,None of the categories
चुतीया पंती,Transphobia
तु पन तसाच दिसतोय रे भाऊ अवघड आहे रे,None of the categories
Shevtach vakya manala bhidla. Khrach mitra changla kam kartoys,None of the categories
"Tu Nako visru, Tai ullekh karaylach visarli ... Baki aagla shikshan Tai ne hya mahapurushancha tr ghetlay",None of the categories
"Hot Tuberepky denya aadhi ekda nit vachaych hot mi kay libila aje te...aso...
ji sagalyana ya jagat anate tya sagalyach muli..all females...tichech guts tumhi v4t ahatt? Yatach tumche agadh dnyan samajate...mulina kami lekhanarya tumhi...ekda swatahachi aai samor anavi..n asel tr bahin sudhha... ...n tumhi jya bhashet bolat ahat tyatun murkha kon he sanganyachi garaj nahi....",None of the categories
"तृतीयपंथी म्हणजे अर्धनारीनटेश्वराचे रुप आहे. हि पण मानवजात आहे. त्यामुळे प्रत्येकाने त्यांचाही आदर केला पाहिजे. त्यांच्या भावना दुखावणार नाहीत  अशा पद्धतीने समाजाने त्यांच्याशी वागलोत पाहिजे. त्यांना मानूस म्हणुन जगण्यासाठी सर्वांनी सहकार्य,मदत केली पाहिजे.",None of the categories
Bhikarchot paidas ......auladi fail gelyat,Homophobia
"न्याय पालिकेला सरकारला आता मनोशास्त्रज्ञांकिते पाठवण्याची वेळ आलेली आहे. साल्यांनी जे कायदे तयार केले पाहिजे होते ते केलेले नाहीत आणि जे कायदे लज्जास्पद असतात, देशाच्या विनाशाकिते जाणारे असतात त्या कायदे लवकरच तयार केले जातात",Homophobia
हनिमुनला आता एकमेकाची गांड मारुन खेळा.... 🙆😂😂😂....,Homophobia
मुलाखत घेनारा खरच चॅनलच्या नावाप्रमाणे . एका चांगल्या पद्धतीने सर्वेक्षण करून मुलाखती घेतल्या . मुलखती देणारे किती हुश्शार आहेत खरंच सरकारी नोकरीत त्यांना थोड्या प्रमाणात आरक्षण द्या,None of the categories
 संजय गोडे खालून बग ताई नाही दिसनार तुला,Transphobia
गे movie येतोय वाटते तुझ्या मुलावर आणि त्युज्यावर... कोण नाय कोणचा....😡,None of the categories
"🖕*हा पाश्चिमात्य रोग आहे. त्याचा प्रसार आणि प्रचार हळूहळू भारतातही व्हायला लागला आहे. आपल्या आईवडीलांनी तसेच पुर्वजांनी समाजात राहण्यासाठी दिलेली शिकवण ही खोटी आहे का..?
ते"" येडे "" होते काय..?",Homophobia
"Adam Parkar तू अनाडी आहेस वाटतं !


U need to be educated

गे निर्माण करता येत नाहीत 
समलैंगीकता ही जन्मापासून असते

कुणालाही लेस्बीयन वा गे करणे हे आपल्या हातात नसतं 
हे तू आधी समजून घे 
One more thing,
जर माझ्या घरचं कोणीही गे कींवा लेस्बीयन असतं तरी मला या गोष्टीचं दु:खं वाटलं नसतं 
कारण समलींगी वा विषमलींगी माणूस हे दोघेही ईश्वराचीच निर्मीती असतात

मानसीकता तर तूला स्वत:ची बदलायला हवी",None of the categories
कोणाचा कोणावर जीव येऊ शकतो हे सांगता येणार नाही.त्यामुळे प्रत्येकाला अधिकार आहे स्वतःच्या आवडीच्या व्यक्तीबरोबर राहण्याची त्याच्यासोबत निवांत क्षण व्यतीत करायची.त्यामुळे माझे या गोष्टीला समर्थन आहे.दोघांना पुढील प्रेमळ आयुष्यासाठी शुभेच्छा....,None of the categories
Jevha natural stri purush hote tevhach karayach na😂😂 tapa tap karayala pan maja aali Asti aani por hi zale aste .. danda and chidra donhi orginal aste😂😂😂,None of the categories
Ata paryant pahilela YouTube varcha best video excellen,None of the categories
He she they je ahe te,None of the categories
"Shivlaxmi  khup hushar aahe 
Political madhe entry karayala pahije

",None of the categories
Shabd nahit  shivlakshmi sathi..khup kahi shiknyasarkhe aahe Lakshmi kade...kharach..    l..like her thinking,None of the categories
He lok pan apli ahet,None of the categories
आज म्हणावं लागेल The Great मराठी किडा🔥,None of the categories
